Unnamed: 0,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
1357,Rumah Asri Balikpapan Strategis Dekat Polda dan Bandara 005PKR,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14889231/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1430095/2023-09-23-07-19-10-84772e1a-d16c-424a-b2e3-36fc25036da0.jpg,2.0,1.0,84 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,Sumur Galian,Tidak,Baru,Dijual
1358,Rumah Modern Strategis Dekat Balikpapan Baru Pusat Kota 004PPK,Rp 807 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14887761/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1430095/2023-09-23-05-34-44-f4bfe583-025e-4544-b491-4c844411c215.jpg,,,90 m²,50 m²,1.0,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
1359,Rumah Modern Strategis Dekat Balikpapan Baru Pusat Kota 004PPK,Rp 807 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14887733/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14887733/original/hos14887733-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695447145.jpg,3.0,2.0,90 m²,50 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1360,Rumah tingkat 2 di Perum Kaliandra balikpapan,Rp 850 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14882632/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14882632/original/hos14882632-rumah-di-jual-di-balikpapan-utara-balikpapan-1695427798.jpg,3.0,3.0,144 m²,140 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,3 Mobil,,Tidak,Bagus,Dijual
1361,RUMAH GAYA MEDITERANIA 2 LANTAI SIAP HUNI FULL FURNISH LOKASI BALIKPAPAN BARU,"Rp 2,75 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14802926/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14802926/original/hos14802926-rumah-di-jual-di-balikpapan-baru-balikpapan-1694861770.jpg,5.0,4.0,200 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,2.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1362,RUMAH SIAP HUNI LOKASI BALIKPAPAN BARU BEBAS BANJIR TEMPAT AMAN DAN NYAMAN,"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14802910/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14802910/original/hos14802910-rumah-di-jual-di-balikpapan-baru-balikpapan-1694861620.jpg,6.0,6.0,672 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1363,Jual Rumah Perum WIKA MAHOGANY Balikpapan,Rp 700 Juta,"Gn. Samarinda, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14726361/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1714689/2023-09-09-05-06-51-a1121323-36a2-4760-baa5-f4d2acee8b94.jpg,,,120 m²,57 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,,Dijual
1364,CEPAT RUMAH DITENGAH KOTA BALIKPAPAN,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14725781/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14725781/original/hos14725781-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694232977.jpg,3.0,2.0,150 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,2.0,,,,,,,,,,,,Dijual
1365,hunian minimalis dekat Terminal Bus Batu Ampar,Rp 750 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14664711/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14664711/original/hos14664711-rumah-di-jual-di-balikpapan-utara-balikpapan-1693638044.jpg,2.0,1.0,146 m²,48 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Terjual
1366,BALIKPAPAN PERUM PONDOK KARYA AGUNG (POKA),Rp 950 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14663868/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14663868/original/hos14663868-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693631839.jpg,4.0,3.0,180 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1367,BALIKPAPAN PERUMAHAN BUKIT ALAM LESTARI,Rp 360 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14660267/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14660267/original/hos14660267-rumah-di-jual-di-balikpapan-utara-balikpapan-1693616669.jpg,2.0,1.0,120 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1368,"RUMAH DI GRAND CITY LOKASI STRATEGIS, AKSES CEPAT, PERUMAHAN TERBAIK DI PINTU GERBANG IKN","Rp 3,95 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14524000/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14524000/original/hos14524000-rumah-di-jual-di-balikpapan-utara-balikpapan-1692422367.jpg,3.0,3.0,180 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1.0,1.0,Tidak,Tidak,,2.0,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1369,RUMAH DUA KAMAR TIDUR DI TENGAH KOTA,Rp 750 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10363428/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10363428/original/hos10363428-rumah-di-jual-di-balikpapan-tengah-balikpapan-1654476693.jpg,2.0,1.0,144 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1370,RUMAH,Rp 4 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9105047/,https://picture.rumah123.com/r123/720x420-crop/house/ho91/9105047/original/hos9105047-rumah-di-jual-di-balikpapan-tengah-balikpapan-1636018223.jpg,6.0,3.0,143 m²,342 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
1371,rumah minimalist bersih dekat SMAN 5 Balikpapan,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14469959/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14469959/original/hos14469959-rumah-di-jual-di-balikpapan-selatan-balikpapan-1691809754.jpg,2.0,1.0,120 m²,88 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1372,RUMAH EMPAT KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,"Rp 1,13 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9510060/,https://picture.rumah123.com/r123/720x420-crop/house/ho95/9510060/original/hos9510060-rumah-di-jual-di-balikpapan-utara-balikpapan-1642377652.jpg,4.0,2.0,145 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,,,,,,,,,,,Dijual
1373,RUMAH LUAS COCOK UNTUK TOKO DI DAERAH RAMAI STRATEGIS BALIKPAPAN,"Rp 3,69 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9874748/,https://picture.rumah123.com/r123/720x420-crop/house/ho98/9874748/original/hos9874748-rumah-di-jual-di-balikpapan-selatan-balikpapan-1647246284.jpg,4.0,4.0,400 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1374,RUMAH BESAR MEWAH DI PERUMAHAN ELITE BALIKPAPAN,"Rp 3,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9846131/,https://picture.rumah123.com/r123/720x420-crop/house/ho98/9846131/original/hos9846131-rumah-di-jual-di-balikpapan-baru-balikpapan-1646873259.jpg,4.0,3.0,198 m²,275 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,,,,,,,,,,,Dijual
1375,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9998344/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9998344/original/hos9998344-rumah-di-jual-di-balikpapan-selatan-balikpapan-1648862919.jpg,3.0,2.0,90 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1376,RUMAH LUAS  EMPAT KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 3,75 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10068093/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10068093/original/hos10068093-rumah-di-jual-di-balikpapan-selatan-balikpapan-1649818241.jpg,4.0,2.0,350 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1.0,,,,,,,,,,,,Dijual
1377,RUMAH HOOK LUAS  LIMA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 4,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10068679/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10068679/original/hos10068679-rumah-di-jual-di-balikpapan-selatan-balikpapan-1649822013.jpg,4.0,2.0,350 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1.0,,,,,,,,,,,,Dijual
1378,RUMAH LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,1 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10336408/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10336408/original/hos10336408-rumah-di-jual-di-balikpapan-utara-balikpapan-1654091499.jpg,3.0,2.0,200 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
1379,RUMAH CANTIK BERSIH DALAM PERUMAHAN LUAS BALIKPAPAN,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10255311/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10255311/original/hos10255311-rumah-di-jual-di-balikpapan-selatan-balikpapan-1652925286.jpg,3.0,2.0,143 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1380,RUMAH LUAS MURAH DI TENGAH KOTA BALIKPAPAN,"Rp 1,05 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10303909/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10303909/original/hos10303909-rumah-di-jual-di-balikpapan-selatan-balikpapan-1653619916.jpg,4.0,2.0,200 m²,178 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1381,RUMAH MURAH DUA KAMAR TIDUR DI TENGAH KOTA BALIKPAPAN,Rp 475 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10363429/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10363429/original/hos10363429-rumah-di-jual-di-balikpapan-selatan-balikpapan-1654476716.jpg,2.0,2.0,92 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1382,RUMAH MURAH DI TENGAH KOTA BALIKPAPAN,Rp 480 Juta,"Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10393621/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10393621/original/hos10393621-rumah-di-jual-di-gunung-bahagia-balikpapan-1654816108.jpg,2.0,1.0,72 m²,48 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1383,RUMAH MEWAH LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 3,58 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10400596/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10400596/original/hos10400596-rumah-di-jual-di-balikpapan-baru-balikpapan-1654906214.jpg,4.0,3.0,240 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1.0,,,,,,,,,,,,Dijual
1384,PERUMAHAN PRIMARY NORDVILE GRAND CITY,"Rp 2,16 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14469010/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14469010/original/hos14469010-rumah-di-jual-di-balikpapan-utara-balikpapan-1691800140.jpg,3.0,2.0,117 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1385,PERUMAHAN NORDVILE GRAND CITY,"Rp 1,76 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14469002/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14469002/original/hos14469002-rumah-di-jual-di-balikpapan-utara-balikpapan-1691800049.jpg,3.0,2.0,88 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1386,PERUMAHAN PRIMARY GRAND CITY NORDVILE,"Rp 3,26 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14468999/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14468999/original/hos14468999-rumah-di-jual-di-balikpapan-utara-balikpapan-1691799982.jpg,4.0,3.0,200 m²,172 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
1387,RUMAH 2 LANTAI SIAP HUNI DITENGAH KOTA,"Rp 2,4 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14468976/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14468976/original/hos14468976-rumah-di-jual-di-balikpapan-selatan-balikpapan-1691799672.jpg,6.0,5.0,479 m²,306 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2.0,,,,,,,,,,,,Dijual
1388,CLUSTER NORDVILLE GRANDCITY,"Rp 1,6 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14468956/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14468956/original/hos14468956-rumah-di-jual-di-balikpapan-utara-balikpapan-1691799564.jpg,3.0,3.0,98 m²,88 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
1389,RUMAH DI TENGAH KOTA BALIKPAPAN KAL-TIM ,Rp 650 Juta,"Prapatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14291630/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14291630/original/hos14291630-rumah-di-jual-di-prapatan-balikpapan-1690001143.jpg,5.0,2.0,153 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1.0,Tidak,Tidak,Unfurnished,,,Tidak,,,Tidak,Bagus,Dijual
1390,RUMAH CANTIK DI PUSAT KOTA SIAP HUNI,"Rp 1,3 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14291570/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14291570/original/hos14291570-rumah-di-jual-di-balikpapan-selatan-balikpapan-1690000869.jpg,3.0,2.0,120 m²,90 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1.0,1.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1391,Rumah recomend banget untuk keluarga kecil ditengah kota,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14290770/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-22-03-31-36-e4f5d3dc-d047-45e6-9597-f1c511675269.jpg,3.0,2.0,112 m²,80 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,2.0,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
1392,Rumah design cantik dan bagus sudah ada furniturnya,"Rp 1,65 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14290686/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-22-03-25-45-90170088-4ffe-4d20-836a-97f1684e06fb.jpg,3.0,2.0,152 m²,95 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Semi Furnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1393,Rumah Cantik dan terawat harganha sangat murah,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14290608/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-22-03-19-32-d5e77843-de74-4942-a7af-22f67d9ffb9d.jpg,2.0,1.0,102 m²,100 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Ya,Ya,Unfurnished,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1394,RUMAH CANTIK LINGKUNGAN TENANG DAN LUAS,"Rp 2,4 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14290539/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14290539/original/hos14290539-rumah-di-jual-di-balikpapan-selatan-balikpapan-1689995631.jpg,3.0,2.0,277 m²,180 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,1.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1395,Rumah kondisi bagus dikawasan balikpapan baru. ,"Rp 1,55 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14290465/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-22-03-08-46-0f188cd0-f782-480a-8506-30b2250731df.jpg,3.0,4.0,112 m²,144 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Ya,Ya,Unfurnished,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1396,Rumah serba pink diperumahan grandcity. ,"Rp 1,55 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14290125/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-22-02-41-17-f2270f56-32e5-4bd4-a975-36936ffdfe09.jpg,2.0,2.0,112 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
1397,BU RUMAH MINIMALIS MODERN DIJUAL CEPAT DI AREA WIKA,"Rp 1,1 Miliar","Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14286688/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-21-11-30-01-148d8b4b-86f4-4f6c-9aaf-484c9b1f6104.jpg,4.0,3.0,160 m²,145 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1398,DIJUAL RUMAH STRATEGIS PINGGIR JALAN RAYA,"Rp 6,5 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14234661/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14234661/original/hos14234661-rumah-di-jual-di-balikpapan-tengah-balikpapan-1689381334.jpg,9.0,4.0,516 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,4 Mobil,PAM atau PDAM,Tidak,,Dijual
1399,"Rumah dekat Pasar,Sekolah,&Tempat Ibadah,tempat nya aman.",Rp 680 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13973500/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2023-06-10-12-44-47-22d436fe-18db-4ad3-8dba-7aca2f1db8c9.jpg,,,120 m²,52 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1400,Rumah Jual Areal Gn.Sari akses truk dari Jalan Maryati dan Toko Utama,Rp 1 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13973451/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2023-06-10-12-31-54-e261e3a1-c9d1-49db-b28c-6f06268cd1b8.jpg,,,305 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1401,Rumah siap Tempati,Rp 300 Juta,"Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13973403/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1729095/2023-06-10-12-16-18-9351af8e-8d2a-4a80-9320-67ae459557ca.jpg,,,112 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,1.0,,Tidak,,Sumur Bor,Ya,Baru,Dijual
1402,"RUMAH PREMIUM GOLF VIEW RESIDENCE DI PUPUK TIMUR, BALIKPAPAN","Rp 2,26 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13968612/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13968612/original/hos13968612-rumah-di-jual-di-balikpapan-selatan-balikpapan-1686361678.jpg,3.0,3.0,133 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,1.0,Tidak,Tidak,Unfurnished,2.0,Perkotaan,Tidak,2 Mobil,,Tidak,Baru,Dijual
1403,Rumah minimalis modern dekat bandara internasional Sepinggan ,"Rp 1,75 Miliar","Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13910084/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-06-03-10-29-18-655a0914-725a-4aad-8418-12e003d9883d.jpg,3.0,2.0,135 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Semi Furnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1404,Rumah minimalis  tinggal masuk badan dikawasan  perumahan elite,"Rp 2,15 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13909557/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-06-03-09-27-35-1e308e72-a38f-47c9-8549-7417a4a189fb.jpg,3.0,3.0,207 m²,160 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Ya,Ya,Furnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1405,Rumah cantik & bersih plus toko di area perumahan millenial ,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13767453/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-05-20-14-30-14-8c5c795a-77b1-4e8c-95cf-cb2cc0b0e9ff.jpg,2.0,3.0,150 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,,3.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1406,2 unit rumah cantik ditengah kota balikpapan ,Rp 750 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13765424/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-05-20-10-28-15-7d88bac3-283d-40af-9e7e-687350d5428c.jpg,2.0,1.0,45 m²,91 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
1407,Rumah+gudang+kantor dipinggir jalan besar,"Rp 9,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13765664/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-05-20-10-56-45-345d06e7-1da2-4f17-b78a-d653c441e8fe.jpg,3.0,5.0,1320 m²,839 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Ya,Ya,Semi Furnished,1.0,Perkotaan,Ya,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1408,RUMAH BESERTA KOST-KOSTAN,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13756548/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13756548/original/hos13756548-rumah-di-jual-di-balikpapan-selatan-balikpapan-1684543241.jpg,12.0,11.0,406 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1409,RUMAH DI BALIKPAPAN REGENCY,Rp 675 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13756486/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13756486/original/hos13756486-rumah-di-jual-di-balikpapan-selatan-balikpapan-1684542244.jpg,2.0,1.0,90 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1411,RUMAH MEWAH BALIKPAPAN BARU DUA LANTAI,Rp 6 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos13611300/,https://picture.rumah123.com/r123/720x420-crop/house/ho13/13611300/original/hos13611300-rumah-di-jual-di-balikpapan-selatan-balikpapan-1683334481.jpg,4.0,4.0,360 m²,360 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,,,,,,,,,,,Dijual
