,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
722,RUMAH SATU LANTAI DUA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",2,1,112 m²,60 m²,,Rumah,HGB - Hak Guna Bangunan,5500 Watt,,,,,,,,,,,,,Dijual
723,Rumah dan Tanah Luas Jalan Jend Sudirman Depan Mall BSB,Rp 45 Miliar,"Balikpapan Selatan, Balikpapan",,,2000 m²,2500 m²,,Rumah,SHM - Sertifikat Hak Milik,22000 Watt,,1,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
724,RUMAH CANTIK SEMI FURNISH DI WIKA BALIKPAPAN,"Rp 1,65 Miliar","Balikpapan Utara, Balikpapan",3,1,260 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
725,RUMAH LOKASI STRATEGIS,Rp 550 Juta,"Klandasan Ilir, Balikpapan",5,3,40 m²,40 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
726,Rumah Gaya Elegan Adem Dan Sejuk dekat bandara dan stadion ,"Rp 1,5 Miliar","Batakan, Balikpapan",3,2,130 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
727,Rumah Minimalis Nyaman Dan Adem serta terawat,Rp 825 Juta,"Balikpapan Utara, Balikpapan",2,1,113 m²,80 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
728,DI JUAL CEPAT RUMAH MURAH DI KAWASAN PERUMAHAN REGENCY,Rp 400 Juta,"Balikpapan Selatan, Balikpapan",2,1,72 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
729,GRAND CITY,"Rp 1,96 Miliar","Balikpapan Utara, Balikpapan",2,1,147 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
730,perumahan baru dibangun terasa hotel bintang 5 ,Rp 730 Juta,"Batakan, Balikpapan",2,1,105 m²,43 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,Furnished,,,,,,,Baru,Dijual
731,Rumah Minimalis Tingkat 2 Di Tengah Kota Balikpapan,Rp 760 Juta,"Balikpapan Utara, Balikpapan",3,2,149 m²,205 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,,Tidak,,,Tidak,Butuh Renovasi,Dijual
732,RUMAH PLUS KOST-KOST DI TENGAH KOTA BALIKPAPAN,"Rp 2,7 Miliar","Balikpapan Tengah, Balikpapan",12,11,406 m²,406 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,Unfurnished,,,,,,,Sudah Renovasi,Dijual
733,RUMAH STUDIO EMPAT UNIT UNTUK INVESTASI DI DAERAH RAMAI STRATEGIS,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",4,4,150 m²,184 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
734,RUMAH LIMA KAMAR TIDUR LUAS DAN BAGUS FULL FURNISH,"Rp 4,7 Miliar","Balikpapan Selatan, Balikpapan",5,3,330 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,,,,,,,,,,,,,Dijual
735,RUMAH MINIMALIS TINGKAT 2 DITENGAH KOTA,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",5,2,150 m²,239 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,Unfurnished,1,,,,,,Bagus Sekali,Dijual
736,RUMAH SATU LANTAI LUAS SIRKULASI UDARA BAGUS,"Rp 1,05 Miliar","Batu Ampar, Balikpapan",3,2,236 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
737,RUMAH SATU LANTAI LOSS TIDAK BANYAK SEKAT,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",3,2,168 m²,168 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
738,RUMAH BALIKPAPAN BDI PUSAT KOTA 5 KAMAR,"Rp 1,7 Miliar","Gunung Bahagia, Balikpapan",5,3,144 m²,207 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
739,MODERN MINIMALIS 1 LANTAI SIAP HUNI,"Rp 2,5 Miliar","Damai, Balikpapan",4,3,180 m²,111 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
740,HOOMY COZY DALAM CLUSTER ELIT,"Rp 2,8 Miliar","Damai, Balikpapan",3,2,240 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
741,RUMAH BESAR YANG CANTIK HARGA MENARIK,"Rp 1,4 Miliar","Balikpapan Utara, Balikpapan",6,4,231 m²,162 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
742,"BALIKPAPAN,  RUMAH MURAH DEKAT TEMPAT WISATA (Y411)",Rp 250 Juta,"Karang Joang, Balikpapan",1,1,180 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,900 Watt,,,,,,,,,,,,,Dijual
743,"BALIKPAPAN,  RUMAH SUPER MURAH DEKAT BB",Rp 690 Juta,"Damai, Balikpapan",3,2,90 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
744,RUMAH DI PERKAMPUNGAN BUTUH UANG,Rp 350 Juta,"Karang Rejo, Balikpapan",3,1,171 m²,78 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
745,BAGUS DALAM KOMPLEK PERUMAHAN TRANS IBU KOTA NEGARA BARU,Rp 950 Juta,"Balikpapan Utara, Balikpapan",3,2,160 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
746,RUMAH CANTIK DI PERUMAHAN ELITE,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",4,3,150 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
747,RUMAH DI SEPINGGAN,Rp 600 Juta,"Sepinggan, Balikpapan",2,1,400 m²,98 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
748,"BALIKPAPAN,  GRAND CITY (Y199)","Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",2,2,72 m²,57 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
749,RUMAH CANTIK FULL FURNISH DI KAWASAN BELLER,"Rp 1,8 Miliar","Balikpapan Tengah, Balikpapan",5,3,150 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
750,"BALIKPAPAN, RUMAH CANTIK TURUN HARGA 2M >> 1,7 M >> 1,6M","Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",3,2,180 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
751,Rumah Minimalis Free Biaya Tanpa Dp,Rp 350 Juta,"Balikpapan Utara, Balikpapan",2,1,90 m²,40 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,PAM atau PDAM,Tidak,Baru,Dijual
752,"Rumah 2 Lantai Harga Murah Sepinggan, Balikpapan",Rp 975 Juta,"Sepinggan, Balikpapan",4,2,150 m²,160 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,2,,Tidak,,,Tidak,Baru,Dijual
753,RUMAH BALIKPAPAN BARU HOOK MEWAH BARU RENOVASI,"Rp 4,8 Miliar","Balikpapan Selatan, Balikpapan",5,3,396 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
754,RUMAH BALIKPAPAN BDI SIAP HUNI NYAMAN,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",2,2,160 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
755,BESAR DALAM PERUMAHAN ELIT,"Rp 1,9 Miliar","Balikpapan Baru, Balikpapan",2,2,200 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
756,MINIMALIS MODERN DALAM KOMPLEK PERUMAHAN,"Rp 2,3 Miliar","Balikpapan Tengah, Balikpapan",3,3,200 m²,171 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
757,RUMAH MURAH BUKIT DAMAI INDAH BALIKPAPAN IKN NUSANTARA,"Rp 1,1 Miliar","Balikpapan Tengah, Balikpapan",4,2,144 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
758,RUMAH BALIKPAPAN BARU TERAWAT DAN STRATEGIS,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",4,2,158 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
759,RUMAH MEWAH BALIKPAPAN WIKA MODERN MINIMALIS (RJ006),"Rp 3,59 Miliar","Balikpapan Utara, Balikpapan",5,4,298 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
760,"HUNIAN NYAMAN DI LINGKUNGAN YANG RAMAH,AMAN",Rp 450 Juta,"Baru Tengah, Balikpapan",2,1,150 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
761,RUMAH HOMY COZY ASRI DI PERUMAHAN ELITE,"Rp 3,9 Miliar","Balikpapan Baru, Balikpapan",3,3,375 m²,155 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,2,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
762,Rumah Sepinggan Pratama,"Rp 1,26 Miliar","Balikpapan Selatan, Balikpapan",2,1,142 m²,95 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,,,Unfurnished,1,,,,,,Bagus,Dijual
763,Rumah cantik pinggir pantai Batakan Village,"Rp 1,5 Miliar","Manggar Baru, Balikpapan",3,2,136 m²,117 m²,,Rumah,SHM - Sertifikat Hak Milik,,1,,,,Unfurnished,1,,,,,,Baru,Dijual
764,BUKIT DAMAI INDAH,"Rp 4,5 Miliar","Balikpapan Barat, Balikpapan",3,2,330 m²,250 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,1,,,,,1,,,,,,,Dijual
765,RUMAH NYAMAN TANAH LUAS,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",3,2,395 m²,121 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
766,RUMAH DI /KAN,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",2,1,90 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
767,Rumah Bagus dan Siap Huni 2 lantai FullFurnished,"Rp 1,6 Miliar","Balikpapan Baru, Balikpapan",4,2,156 m²,200 m²,1,Rumah,HGB - Hak Guna Bangunan,,,1,Ya,Ya,Furnished,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
768,Bu Rumah Komplek Full Furnish di Jl Wonorejo Balikpapan Utara,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",3,2,345 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,Tidak,Tidak,Furnished,1,,Tidak,,,Tidak,Bagus,Dijual
769,Bu Rumah Komplek Full Furnish di Jl Wonorejo Balikpapan Utara,"Rp 1,7 Miliar","Balikpapan Timur, Balikpapan",3,2,345 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,Tidak,Tidak,Furnished,1,,Tidak,,,Tidak,Bagus,Dijual
770,Bu Rumah Komplek Full Furnish di Jl Wonorejo Balikpapan Utara,"Rp 1,7 Miliar","Balikpapan Tengah, Balikpapan",3,2,345 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,Tidak,Tidak,Furnished,1,,Tidak,,,Tidak,Bagus,Dijual
771,Bu Rumah Komplek Full Furnish di Jl Wonorejo Balikpapan Utara,"Rp 1,7 Miliar","Balikpapan Selatan, Balikpapan",3,2,345 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,Tidak,Tidak,Furnished,1,,Tidak,,,Tidak,Bagus,Dijual
772,Bu Rumah Komplek Full Furnish di Jl Wonorejo Balikpapan Utara,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",3,2,345 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,,,1,Tidak,Tidak,Furnished,1,,Tidak,,,Tidak,Bagus,Dijual
773,Bu Rumah Komplek Full Furnish di Jl Wonorejo Balikpapan Utara,"Rp 1,7 Miliar","Balikpapan Kota, Balikpapan",3,2,345 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,Tidak,Tidak,Furnished,1,,Tidak,,,Tidak,Bagus,Dijual
774,Bu Rumah Komplek Full Furnish di Jl Wonorejo Balikpapan Utara ,"Rp 1,7 Miliar","Balikpapan Barat, Balikpapan",3,2,345 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,,,1,Ya,Ya,Furnished,1,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
775,Rumah sederhana  di kampung timur dekat  Ramayana ,"Rp 2,5 Miliar","Balikpapan Utara, Balikpapan",4,2,400 m²,200 m²,4,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,Furnished,2,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
776,RUMAH DIJUAL BALIKPAPAN BARU VANCOUVER HV NO.15 BALIKPAPAN,"Rp 4,4 Miliar","Balikpapan Baru, Balikpapan",4,4,342 m²,102 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,2,Ya,Ya,Semi Furnished,2,,Tidak,,Sumur Bor,Tidak,Sudah Renovasi,Dijual
777,"RUMAH DI BALIKPAPAN,   BISA BUAT TEMPAT USAHA  HARGA DI BWH PASAR","Rp 2,85 Miliar","Balikpapan Utara, Balikpapan",5,3,401 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
778,"RUMAH JUAL PUPUK,DEKAT BSB DAN BANDARA","Rp 4,6 Miliar","Balikpapan Kota, Balikpapan",4,2,330 m²,300 m²,2,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,1,1,Ya,Ya,Furnished,1,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
779,MURAH RUMAH BALIKPAPAN REGENCY 3 LANTAI,"Rp 1,24 Miliar","Balikpapan Selatan, Balikpapan",4,2,120 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
780,RUMAH SIAP HUNI 2 LANTAI SEMI FURNISH DENGAN DESAIN MINIMALIS LOKASI AMAN DAN NYAMAN,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",2,2,78 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
781,RUMAH MEWAH DAUN VILLAGE MENGEDEPANKAN KEMEWAHAN,Rp 895 Juta,"Balikpapan Selatan, Balikpapan",2,1,98 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
782,Rumah Graha Mulawarman UnFurnished Bagus ,Rp 500 Juta,"Balikpapan Timur, Balikpapan",2,1,96 m²,38 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
783,Rumah di Bukit Siaga Indah,"Rp 1,35 Miliar","Balikpapan Selatan, Balikpapan",3,2,150 m²,85 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
784,Di  Rumah Mewah Siap Huni Di Balikpapan,"Rp 1,1 Miliar","Gn. Samarinda, Balikpapan",2,1,208 m²,86 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
785,500 JT-AN TENGAH KOTA,Rp 575 Juta,"Balikpapan Selatan, Balikpapan",2,1,78 m²,45 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
786,Rumah Siap Huni Full Furniture Di Balikpapan Tengah,Rp 1 Miliar,"Balikpapan Tengah, Balikpapan",4,3,204 m²,204 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
787,Rumah bagus di perumahan Regency Semi Furnished,"Rp 1,7 Miliar","Balikpapan Selatan, Balikpapan",3,3,98 m²,71 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
788,RUMAH BALIKPAPAN BDI PUSAT KOTA 5 KAMAR,"Rp 1,5 Miliar","Gunung Bahagia, Balikpapan",5,3,144 m²,207 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
789,"131 Balikpapan Baru Rumah 2,5 Lantai Harga Dibawah Pasaran","Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",4,4,160 m²,320 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,1,,Ya,Ya,Unfurnished,3,,Ya,3 Mobil,Sumur Bor,Tidak,,Dijual
790,Rumah Modern 2 Lantai di Borneo Paradiso,"Rp 5,5 Miliar","Balikpapan Selatan, Balikpapan",5,3,234 m²,468 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,1,1,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Sudah Renovasi,Dijual
791,RUMAH ASRI DALAM CLUSTER,"Rp 1,7 Miliar","Damai, Balikpapan",3,1,195 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
792,RUMAH SIAP HUNI,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",2,2,108 m²,60 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
793,358 Balikpapan Citra Bukit Indah 4 Kt Furnished,"Rp 3,25 Miliar","Balikpapan Selatan, Balikpapan",4,4,160 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Tidak,Tidak,Furnished,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
794,"Rumah Mewah Siap Huni di Pupuk, Balikpapan",Rp 25 Miliar,"Balikpapan Kota, Balikpapan",15,15,1060 m²,1600 m²,4,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,,1,Tidak,Tidak,Furnished,2,Perkotaan,Ya,2 Mobil,Sumur Bor,Tidak,Bagus,Dijual
795,"Dijual Rumah Di Jl. Tumaritis Gang Arwana , Balikpapan",Rp 450 Juta,"Balikpapan Utara, Balikpapan",2,2,87 m²,66 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Unfurnished,1,,Ya,,PAM atau PDAM,Tidak,Bagus,Dijual
796,RUMAH MINIMALIS TERAWAT DI AREA WIKA BALIKPAPAN,Rp 760 Juta,"Balikpapan Utara, Balikpapan",3,1,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
797,Hunian Modern Dihook Di Balikpapan Baru.,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",5,5,248 m²,311 m²,2,Rumah,HGB - Hak Guna Bangunan,3500 Watt,,,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,4 Mobil,,Ya,Bagus,Dijual
798,"rumah megah dan cantik di balikpapan baru
",Rp 5 Miliar,"Balikpapan Baru, Balikpapan",,,300 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
799,"Dijual Rumah di Perumahan Balikpapan Regency Cluster Tapak Siring, Balikpapan",Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",2,1,150 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,1,Ya,Ya,Furnished,1,,Tidak,,,Tidak,,Dijual
800,"Rumah Ayda Balikpapan Selatan, Kalimantan Timur","Rp 1,99 Miliar","Balikpapan Selatan, Balikpapan",2,2,399 m²,288 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,1,Ya,Ya,,1,,Ya,,,Tidak,Bagus,Dijual
801,"Rumah Ayda Balikpapan Selatan, Kalimantan Timur",Rp 522 Juta,"Balikpapan Selatan, Balikpapan",2,1,164 m²,173 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,1,Ya,Ya,,1,,Ya,,,Tidak,Bagus,Dijual
802,"Rumah Ayda Balikpapan Utara, Kalimantan Timur",Rp 949 Juta,"Balikpapan Utara, Balikpapan",3,1,380 m²,172 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,1,Ya,Ya,,1,,Ya,,,Tidak,Bagus,Dijual
803,"Rumah Ayda Balikpapan Tengah, Kalimantan Timur","Rp 1,01 Miliar","Balikpapan Tengah, Balikpapan",6,2,306 m²,196 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,1,Ya,Ya,,1,,Ya,,,Tidak,Bagus,Dijual
804,"Rumah Ayda Balikpapan Tengah, Kalimantan Timur",Rp 770 Juta,"Balikpapan Tengah, Balikpapan",3,1,174 m²,210 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1,Ya,Ya,,1,,Ya,,,Tidak,Bagus,Dijual
805,"Rumah Ayda Balikpapan Utara, Kalimantan Timur",Rp 952 Juta,"Balikpapan Utara, Balikpapan",3,1,198 m²,125 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1,Ya,Ya,,1,,Ya,,,Tidak,Bagus,Dijual
806,RUMAH CANTIK SATU LANTAI DI PERUMAHAN BDI,"Rp 1,7 Miliar","Balikpapan Selatan, Balikpapan",3,2,155 m²,82 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
807,"Rumah Cantik, Siap Huni, Cluster Aman (WIKA)",Rp 825 Juta,"Balikpapan Utara, Balikpapan",3,2,120 m²,80 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
808,RUMAH TENGAH KOTA SIAP HUNI DEKAT BANDARA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,1,160 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
809,RUMAH SIAP HUNI TENGAH KOTA AKSES MUDAH DEKAT BANDARA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2,1,160 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
810,RUMAH MURAH TENGAH KOTA - BALIKPAPAN SELATAN,Rp 750 Juta,"Balikpapan Selatan, Balikpapan",4,3,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
811,RUMAH 2 LANTAI SIAP HUNI DI KOTA HIJAU,"Rp 1,5 Miliar","Balikpapan Timur, Balikpapan",4,2,120 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,1,,,,,,,,,,,,Dijual
812,RUMAH MINIMALIS SIAP HUNI BEBAS BANJIR  DI SUNGAI AMPAL,"Rp 1,05 Miliar","Balikpapan Tengah, Balikpapan",4,2,240 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
813,HUNIAN DENGAN KONSEP PERUMAHAN  DESAIN MINIMALIS LOKASI TENGAH KOTA BISA KPR,Rp 680 Juta,"Balikpapan Tengah, Balikpapan",2,1,78 m²,42 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
814,HUNIAN DENGAN KONSEP PERUMAHAN  DESAIN MINIMALIS LOKASI TENGAH KOTA,Rp 935 Juta,"Balikpapan Tengah, Balikpapan",2,1,120 m²,50 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
815,Hunian bernuansa biru dekat Rekreasi pantai batakan,Rp 810 Juta,"Balikpapan Selatan, Balikpapan",3,2,132 m²,132 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
816,SMART HOME SYSTEM GRAND CITY BALIKPAPAN DP HANYA 10 JT,Rp 869 Juta,"Balikpapan Utara, Balikpapan",2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,,,,,,,,,,,Dijual
817,RUMAH HOOK LUAS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,305 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
818,Rumah Strategis Tanah Luas Bisa Costum Desain,"Rp 1,16 Miliar","Balikpapan Selatan, Balikpapan",3,2,168 m²,100 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,,Sumur Bor,Tidak,,Dijual
819,HUNIAN DENGAN SMART HOME SYSTEM DESAIN MINIMALIS LOKASI AMAN NYAMAN DAN MODERN,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",3,3,98 m²,88 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
820,Rumah Cantik dan bersih Di Balikpapan Regency,"Rp 1,95 Miliar","Balikpapan Selatan, Balikpapan",3,3,150 m²,115 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
