,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
1197,RUMAH DENGAN TANAH LUAS DI PINGGIR JALAN RAMAI STRATEGIS BALIKPAPAN,Rp 4 Miliar,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11607448/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11607448/original/hos11607448-rumah-di-jual-di-balikpapan-tengah-balikpapan-1667180054.jpg,4,3,625 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1198,Rumah Minimalis 2 Lantai Siap Huni di Balikpapan Baru,"Rp 1,8 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11457544/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2022-10-17-06-26-56-78f13493-5d6e-4bfe-9dc9-0f5519d876be.webp,3,2,162 m²,110 m²,1,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",,,1,Ya,Ya,,2,,Tidak,,,Tidak,Bagus,Dijual
1199,RUMAH LUAS HOMY COZY ASRI TAMAN LUAS,"Rp 3,9 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11375425/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11375425/original/hos11375425-rumah-di-jual-di-balikpapan-utara-balikpapan-1665361478.jpg,5,6,770 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1200,RUMAH BERSIH LUAS ASRI DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,6 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11375412/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11375412/original/hos11375412-rumah-di-jual-di-balikpapan-utara-balikpapan-1665361314.jpg,3,2,311 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
1201,"DI JUAL RUMAH 3 LANTAI DI TELAGA SARI, BALIKPAPAN","Rp 1,09 Miliar","Balikpapan Kota, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11310076/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11310076/original/hos11310076-rumah-di-jual-di-telaga-sari-balikpapan-1664840293.jpg,6,4,150 m²,174 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,1,Tidak,Tidak,,3,Pemukiman Warga,Tidak,,,Tidak,Bagus,Dijual
1202,DI JUAL RUMAH LUAS TANAH 650 M² DI KARIANGAU BALIKPAPAN,"Rp 1,9 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11310073/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11310073/original/hos11310073-rumah-di-jual-di-kariangau-balikpapan-1664840220.jpg,3,2,650 m²,276 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,,1,Pemukiman Warga,Tidak,,,Tidak,,Dijual
1203,RUMAH DI DAUN VILLAGE,"Rp 1,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11300863/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11300863/original/hos11300863-rumah-di-jual-di-balikpapan-selatan-balikpapan-1664771049.jpg,3,1,136 m²,85 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1204,Rumah Ellite Minimalis di Tengah Kota dan baru dibangun ,Rp 950 Juta,"Sumber Rejo, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11298492/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11298492/original/hos11298492-rumah-di-jual-di-sumber-rejo-balikpapan-1664760244.jpg,2,2,72 m²,66 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,,PAM atau PDAM,Tidak,Baru,Dijual
1205,Rumah Minimalis mewah terasa di Appartemen Full Furnish,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11298485/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11298485/original/hos11298485-rumah-di-jual-di-balikpapan-selatan-balikpapan-1664760170.jpg,2,1,90 m²,60 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
1206,RUMAH LUAS UNIK GAYA BALI DENGAN KOLAM RENANG DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 4,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11230357/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11230357/original/hos11230357-rumah-di-jual-di-balikpapan-utara-balikpapan-1664169572.jpg,3,3,610 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,2,,,,,,,,,,,,Dijual
1207,Rumah Plus Ruko Dekat Masjid dan dipinggir jalan besar ,"Rp 1,5 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11153741/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11153741/original/hos11153741-rumah-di-jual-di-balikpapan-tengah-balikpapan-1663556909.jpg,3,1,200 m²,96 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
1208,RUMAH MINIMALIS DEKAT DOME BALIKPAPAN.  ,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos11032660/,https://picture.rumah123.com/r123/720x420-crop/house/ho11/11032660/original/hos11032660-rumah-di-jual-di-balikpapan-selatan-balikpapan-1662338113.jpg,2,2,175 m²,36 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
1209,Rumah Strategis Bebas Banjir Balikpapan Regency Dekat Polda Harga Terjangkau,Rp 385 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10971884/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10971884/original/hos10971884-rumah-di-jual-di-balikpapan-selatan-balikpapan-1661733570.jpg,2,1,72 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1210,RUMAH PLUS GUDANG DIPINGGIR JALAN BESAR DAN DEKAT PELABUHAN FERRY,"Rp 1,9 Miliar","Kariangau, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10915306/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10915306/original/hos10915306-rumah-di-jual-di-kariangau-balikpapan-1661136174.jpg,3,2,900 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,Unfurnished,,,,,,,Bagus,Dijual
1211,RUMAH MINIMALIS DI WIKA BALIKPAPAN,Rp 790 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10915303/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10915303/original/hos10915303-rumah-di-jual-di-balikpapan-utara-balikpapan-1661136118.jpg,2,1,96 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1212,RUMAH DI HOOK DITENGAH KOTA BALIKPAPAN,Rp 1 Miliar,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10914597/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10914597/original/hos10914597-rumah-di-jual-di-balikpapan-utara-balikpapan-1661127605.jpg,4,2,175 m²,175 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,Unfurnished,,,,,,,Butuh Renovasi,Dijual
1213,LIMITED RUMAH SATU LANTAI SIAP HUNI HARGA BERSAHABAT,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10870841/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10870841/original/hos10870841-rumah-di-jual-di-balikpapan-utara-balikpapan-1703826403.jpg,2,1,117 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1214,RUMAH CANTIK SEMI FURNISH DI WIKA BALIKPAPAN,"Rp 1,65 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10808437/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10808437/original/hos10808437-rumah-di-jual-di-balikpapan-utara-balikpapan-1659934832.jpg,3,2,260 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1215,"BALIKPAPAN,  BATU AMPAR (Y176)","Rp 1,5 Miliar","Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10752906/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752906/original/hos10752906-rumah-di-jual-di-batu-ampar-balikpapan-1659321541.jpg,6,4,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1216,BARU MINIMALIS MODERN DALAM CLUSTER TENGAH KOTA,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10752891/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752891/original/hos10752891-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703831491.jpg,2,1,78 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
1217,PESONA ALAM PERMAI,Rp 950 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10752758/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752758/original/hos10752758-rumah-di-jual-di-balikpapan-utara-balikpapan-1659320241.jpg,3,2,174 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1218,RUMAH MINIMALIS TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10752555/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10752555/original/hos10752555-rumah-di-jual-di-balikpapan-baru-balikpapan-1659318546.jpg,3,2,96 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1219,RUMAH BESAR MEWAH BERDAMPINGAN DENGAN LAPANGAN GOLF,"Rp 5,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10699411/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10699411/original/hos10699411-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826620.jpg,3,3,665 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1220,HARGA PALING BAGUS DALAM CLUSTER TERNAMA DI KOTA BALIKPAPAN,Rp 750 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10699367/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10699367/original/hos10699367-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827384.jpg,3,2,120 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
1221,RUMAH BARU MINIMALIS GRAND CITY HAYLAND BALIKPAPAN,Rp 975 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10699203/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10699203/original/hos10699203-rumah-di-jual-di-balikpapan-utara-balikpapan-1658719763.jpg,2,2,72 m²,46 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1222,RUMAH LIMA KAMAR TIDUR DI PERUMAHAN ELITE BALIKPAPAN BARU,"Rp 1,87 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10698499/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10698499/original/hos10698499-rumah-di-jual-di-balikpapan-baru-balikpapan-1658718660.jpg,5,2,150 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1223,"BALIKPAPAN,  4 RUMAH KONTRAKAN JADI 1 (Y429)","Rp 1,2 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10698079/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10698079/original/hos10698079-rumah-di-jual-di-balikpapan-tengah-balikpapan-1658716290.jpg,8,4,339 m²,109 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
1224,RUMAH MINIMALIS TINGKAT 2 DI BALIKPAPAN BARU,"Rp 1,95 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10697849/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10697849/original/hos10697849-rumah-di-jual-di-balikpapan-baru-balikpapan-1658714970.jpg,4,2,230 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,Unfurnished,,,Tidak,,,Tidak,Bagus,Dijual
1226,RUMAH TUMBUH BERSIH TERAWAT TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,62 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10654081/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10654081/original/hos10654081-rumah-di-jual-di-balikpapan-selatan-balikpapan-1658151407.jpg,3,1,163 m²,65 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1227,RUMAH MEWAH WIKA,"Rp 3,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10368344/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10368344/original/hos10368344-rumah-di-jual-di-balikpapan-utara-balikpapan-1654513952.jpg,5,5,319 m²,287 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1228,"BALIKPAPAN,  BALIKPAPAN BARU (Y215)","Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10319541/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10319541/original/hos10319541-rumah-di-jual-di-balikpapan-baru-balikpapan-1653878989.jpg,3,3,198 m²,198 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
1229,RUMAH MINIMALIS DIBALIKPAPAN REGENCY,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10280549/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10280549/original/hos10280549-rumah-di-jual-di-balikpapan-selatan-balikpapan-1653295576.jpg,2,1,96 m²,84 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1230,RUMAH MEWAH ELEGAN DENGAN DESAIN OPEN LAYOUT,"Rp 4,7 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10280524/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10280524/original/hos10280524-rumah-di-jual-di-balikpapan-utara-balikpapan-1653295417.jpg,4,3,475 m²,310 m²,,Rumah,SHM - Sertifikat Hak Milik,7700 Watt,,,,,,,,,,,,,Dijual
1231,MEWAH HARGA BERSAING,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10276805/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10276805/original/hos10276805-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826633.jpg,5,4,288 m²,180 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1232,"BALIKPAPAN,  RUMAH LUAS TENGAH KOTA (Y354)","Rp 2,5 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9886541/,https://picture.rumah123.com/r123/720x420-crop/house/ho98/9886541/original/hos9886541-rumah-di-jual-di-balikpapan-tengah-balikpapan-1647390326.jpg,4,2,200 m²,320 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
1233,PERUMAHAN ELITE,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9566839/,https://picture.rumah123.com/r123/720x420-crop/house/ho95/9566839/original/hos9566839-rumah-di-jual-di-balikpapan-utara-balikpapan-1679986106.jpg,3,1,144 m²,84 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1234,RUMAH MINIMALIS WIKA BERAU,Rp 700 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10141887/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10141887/original/hos10141887-rumah-di-jual-di-balikpapan-utara-balikpapan-1650865245.jpg,2,1,90 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1235,WIKA CLUSTER THE GREEN,Rp 850 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10094113/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10094113/original/hos10094113-rumah-di-jual-di-balikpapan-utara-balikpapan-1650242767.jpg,2,2,125 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1236,RUMAH AREA WIKA,"Rp 3,6 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10094105/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10094105/original/hos10094105-rumah-di-jual-di-balikpapan-utara-balikpapan-1650242475.jpg,7,7,358 m²,356 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1237,"BALIKPAPAN,  RUMAH LAHAN LUAS (Y393)","Rp 6,2 Miliar","Klandasan Ulu, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos10056124/,https://picture.rumah123.com/r123/720x420-crop/house/ho10/10056124/original/hos10056124-rumah-di-jual-di-klandasan-ulu-balikpapan-1649654317.jpg,4,3,557 m²,398 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1238,HOMMY COZZY TIGA KAMAR,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9918172/,https://picture.rumah123.com/r123/720x420-crop/house/ho99/9918172/original/hos9918172-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703827378.jpg,3,2,200 m²,95 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1239,"Rumah 2,5 Lantai Konsep Villa Premium, Balikpapan",Rp 900 Juta,"Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9745249/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9745249/original/hos9745249-rumah-di-jual-di-batu-ampar-di-balikpapan-16454326876689.jpg,3,2,78 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,3,Perkotaan,Ya,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
1240,Rumah Minimalis Siap Huni Free Biaya Proses,Rp 350 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9745129/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9745129/original/hos9745129-rumah-di-jual-di-sepinggan-di-balikpapan-16454319830527.jpg,2,1,78 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Ya,Unfurnished,1,Pemukiman Warga,Ya,,,Tidak,Baru,Dijual
1241,RUMAH BALIKPAPAN TELAGA SARI SIAP HUNI PUSAT KOTA DEKAT SMAN 1,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9741616/,https://picture.rumah123.com/r123/720x420-crop/house/ho97/9741616/original/hos9741616-rumah-di-jual-di-balikpapan-utara-balikpapan-1645408358.jpg,5,3,137 m²,274 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1242,RUMAH TINGGAL MEWAH DALAM CLUSTER,"Rp 4,3 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9698544/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9698544/original/hos9698544-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703826620.jpg,3,3,610 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,2,,,,,,,,,,,,Dijual
1243,POSISI HOOK CEPAT,Rp 3 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9698413/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9698413/original/hos9698413-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826420.jpg,3,3,300 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1244,MEGAH DI PERKAMPUNGAN FREE IPL,"Rp 1,45 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9698399/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9698399/original/hos9698399-rumah-di-jual-di-balikpapan-utara-balikpapan-1703826629.jpg,3,3,200 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1245,MINIMALIS CANTIK DALAM KOMPLEK PERUMAHAN,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9698382/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9698382/original/hos9698382-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703826621.jpg,2,1,120 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1246,"BALIKPAPAN, RUMAH CANTIK BARU HARGA OK (Y284)","Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9639457/,https://picture.rumah123.com/r123/720x420-crop/house/ho96/9639457/original/hos9639457-rumah-di-jual-di-balikpapan-utara-balikpapan-1644217436.jpg,2,3,143 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1247,DI JUAL CEPAT RUMAH MINIMALIS DUA LANTAI DI PERUMAHAN GRAND CITY,"Rp 1,28 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9473713/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9473713/original/hos9473713-rumah-di-jual-di-balikpapan-utara-balikpapan-1641804010.jpg,2,2,120 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1248,BALIKPAPAN RUMAH DENGAN LAHAN LUAS (Y342),"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9470398/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9470398/original/hos9470398-rumah-di-jual-di-balikpapan-utara-balikpapan-1641773329.jpg,3,1,800 m²,72 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1249,MINIMALIS MODERN CANTIK TERAWAT,"Rp 2,25 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9433065/,https://picture.rumah123.com/r123/720x420-crop/house/ho94/9433065/original/hos9433065-rumah-di-jual-di-balikpapan-tengah-balikpapan-1703831246.jpg,4,3,200 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
1250,RUMAH MEWAH HOOK BALIKPAPAN FULL FURNISHED,"Rp 10,5 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos9245503/,https://picture.rumah123.com/r123/720x420-crop/house/ho92/9245503/original/hos9245503-rumah-di-jual-di-balikpapan-timur-balikpapan-1638151406.jpg,7,6,358 m²,458 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
